Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
competitor analysis,OpenAIRE,competitor analysis,OpenAlex,1.0,57,71,43,0.5058823529411764
dominance hierarchy,OpenAIRE,dominance hierarchy,OpenAlex,1.0,10,7,5,0.4166666666666667
aggression,OpenAIRE,aggression,OpenAlex,1.0,122,98,75,0.5172413793103449
topological map,OpenAIRE,topological map,OpenAlex,1.0,10,6,5,0.4545454545454545
simultaneous localization and mapping,OpenAIRE,simultaneous localization and mapping,OpenAlex,1.0,81,89,54,0.4655172413793103
electroencephalography,OpenAIRE,electroencephalography,OpenAlex,1.0,837,896,587,0.512216404886562
brain-computer interface,OpenAIRE,brain-computer interface,OpenAlex,1.0,76,125,61,0.4357142857142857
audiology,OpenAIRE,audiology,OpenAlex,1.0,542,909,433,0.4253438113948919
distributed shared memory,OpenAIRE,distributed shared memory,OpenAlex,1.0,10,8,6,0.5
image fusion,OpenAIRE,image fusion,OpenAlex,1.0,176,170,124,0.5585585585585585
multinomial probit,OpenAIRE,multinomial probit,OpenAlex,1.0,17,15,10,0.4545454545454545
photoplethysmogram,OpenAIRE,photoplethysmogram,OpenAlex,1.0,28,33,25,0.6944444444444444
computation tree logic,OpenAIRE,computation tree logic,OpenAlex,1.0,15,16,11,0.55
ctl*,OpenAIRE,ctl*,OpenAlex,1.0,8,9,8,0.8888888888888888
machine tool,OpenAIRE,machine tool,OpenAlex,1.0,60,51,34,0.4415584415584415
machining,OpenAIRE,machining,OpenAlex,1.0,103,133,88,0.5945945945945946
psychological intervention,OpenAIRE,psychological intervention,OpenAlex,1.0,401,582,334,0.514637904468413
pulse oximetry,OpenAIRE,pulse oximetry,OpenAlex,1.0,9,9,8,0.8
implicit learning,OpenAIRE,implicit learning,OpenAlex,1.0,54,48,31,0.4366197183098591
epitope,OpenAIRE,epitope,OpenAlex,1.0,23,16,15,0.625
ordination,OpenAIRE,ordination,OpenAlex,1.0,22,33,18,0.4864864864864865
trait,OpenAIRE,trait,OpenAlex,1.0,270,472,235,0.4635108481262327
perceptron,OpenAIRE,perceptron,OpenAlex,1.0,249,282,168,0.4628099173553719
supply chain management,OpenAIRE,supply chain management,OpenAlex,1.0,298,365,218,0.4898876404494382
supply chain,OpenAIRE,supply chain,OpenAlex,1.0,382,540,340,0.584192439862543
supply chain risk management,OpenAIRE,supply chain risk management,OpenAlex,1.0,79,77,53,0.5145631067961165
analytic hierarchy process,OpenAIRE,analytic hierarchy process,OpenAlex,1.0,239,307,206,0.6058823529411764
failure mode effects and criticality analysis,OpenAIRE,failure mode effects and criticality analysis,OpenAlex,1.0,6,8,5,0.5555555555555556
failure mode and effects analysis,OpenAIRE,failure mode and effects analysis,OpenAlex,1.0,38,36,34,0.85
tracking error,OpenAIRE,tracking error,OpenAlex,1.0,109,145,80,0.4597701149425287
passivity,OpenAIRE,passivity,OpenAlex,1.0,51,60,46,0.7076923076923077
invertebrate,OpenAIRE,invertebrate,OpenAlex,1.0,15,16,9,0.4090909090909091
ictal,OpenAIRE,ictal,OpenAlex,1.0,54,58,48,0.75
vikor method,OpenAIRE,vikor method,OpenAlex,1.0,25,32,23,0.6764705882352942
multiple-criteria decision analysis,OpenAIRE,multiple-criteria decision analysis,OpenAlex,1.0,183,216,142,0.5525291828793775
morality,OpenAIRE,morality,OpenAlex,1.0,62,59,39,0.4756097560975609
workflow management system,OpenAIRE,workflow management system,OpenAlex,1.0,13,14,11,0.6875
workflow technology,OpenAIRE,workflow technology,OpenAlex,1.0,11,11,9,0.6923076923076923
workflow engine,OpenAIRE,workflow engine,OpenAlex,1.0,10,8,8,0.8
cloud computing,OpenAIRE,cloud computing,OpenAlex,1.0,268,385,220,0.5080831408775982
legitimation,OpenAIRE,legitimation,OpenAlex,1.0,13,20,12,0.5714285714285714
hegemony,OpenAIRE,hegemony,OpenAlex,1.0,13,18,11,0.55
organizational identity,OpenAIRE,organizational identity,OpenAlex,1.0,22,19,12,0.4137931034482758
crossover study,OpenAIRE,crossover study,OpenAlex,1.0,17,23,13,0.4814814814814814
charter,OpenAIRE,charter,OpenAlex,1.0,7,8,6,0.6666666666666666
fiducial marker,OpenAIRE,fiducial marker,OpenAlex,1.0,29,37,26,0.65
unit root,OpenAIRE,unit root,OpenAlex,1.0,30,31,24,0.6486486486486487
unit root test,OpenAIRE,unit root test,OpenAlex,1.0,6,8,6,0.75
underactuation,OpenAIRE,underactuation,OpenAlex,1.0,88,96,82,0.803921568627451
linearization,OpenAIRE,linearization,OpenAlex,1.0,167,182,113,0.4788135593220339
air traffic management,OpenAIRE,air traffic management,OpenAlex,1.0,10,10,8,0.6666666666666666
interdependence,OpenAIRE,interdependence,OpenAlex,1.0,151,213,129,0.548936170212766
life course approach,OpenAIRE,life course approach,OpenAlex,1.0,75,72,51,0.53125
epigenesis,OpenAIRE,epigenesis,OpenAlex,1.0,14,13,9,0.5
workload,OpenAIRE,workload,OpenAlex,1.0,140,138,94,0.5108695652173914
automatic frequency control,OpenAIRE,automatic frequency control,OpenAlex,1.0,118,142,80,0.4444444444444444
backup,OpenAIRE,backup,OpenAlex,1.0,9,15,8,0.5
smart grid,OpenAIRE,smart grid,OpenAlex,1.0,154,132,96,0.5052631578947369
corrective feedback,OpenAIRE,corrective feedback,OpenAlex,1.0,18,30,18,0.6
femininity,OpenAIRE,femininity,OpenAlex,1.0,15,11,9,0.5294117647058824
piecewise,OpenAIRE,piecewise,OpenAlex,1.0,136,220,103,0.4071146245059288
orthogonal collocation,OpenAIRE,orthogonal collocation,OpenAlex,1.0,7,6,5,0.625
impulsivity,OpenAIRE,impulsivity,OpenAlex,1.0,41,42,29,0.5370370370370371
psychopathy,OpenAIRE,psychopathy,OpenAlex,1.0,19,20,17,0.7727272727272727
extraversion and introversion,OpenAIRE,extraversion and introversion,OpenAlex,1.0,33,69,31,0.4366197183098591
temporality,OpenAIRE,temporality,OpenAlex,1.0,23,30,18,0.5142857142857142
hilbert-huang transform,OpenAIRE,hilbert-huang transform,OpenAlex,1.0,122,134,114,0.8028169014084507
vibration,OpenAIRE,vibration,OpenAlex,1.0,429,576,321,0.4692982456140351
rolling-element bearing,OpenAIRE,rolling-element bearing,OpenAlex,1.0,35,56,27,0.421875
reservoir computing,OpenAIRE,reservoir computing,OpenAlex,1.0,41,56,34,0.5396825396825397
photonics,OpenAIRE,photonics,OpenAlex,1.0,63,64,43,0.5119047619047619
typology,OpenAIRE,typology,OpenAlex,1.0,142,206,114,0.4871794871794871
nondeterministic algorithm,OpenAIRE,nondeterministic algorithm,OpenAlex,1.0,27,41,22,0.4782608695652174
cascading failure,OpenAIRE,cascading failure,OpenAlex,1.0,18,24,13,0.4482758620689655
interconnectivity,OpenAIRE,interconnectivity,OpenAlex,1.0,37,83,35,0.4117647058823529
kepler,OpenAIRE,kepler,OpenAlex,1.0,10,11,9,0.75
fast kalman filter,OpenAIRE,fast kalman filter,OpenAlex,1.0,85,84,51,0.4322033898305085
crowdsourcing,OpenAIRE,crowdsourcing,OpenAlex,1.0,105,104,71,0.5144927536231884
forebrain,OpenAIRE,forebrain,OpenAlex,1.0,9,8,7,0.7
syllable,OpenAIRE,syllable,OpenAlex,1.0,52,77,48,0.5925925925925926
singing,OpenAIRE,singing,OpenAlex,1.0,16,14,9,0.4285714285714285
harm,OpenAIRE,harm,OpenAlex,1.0,47,76,36,0.4137931034482758
scalp,OpenAIRE,scalp,OpenAlex,1.0,50,42,27,0.4153846153846154
cannibalization,OpenAIRE,cannibalization,OpenAlex,1.0,6,6,4,0.5
hyperparameter,OpenAIRE,hyperparameter,OpenAlex,1.0,106,154,81,0.4525139664804469
lipschitz continuity,OpenAIRE,lipschitz continuity,OpenAlex,1.0,61,67,45,0.5421686746987951
ingroups and outgroups,OpenAIRE,ingroups and outgroups,OpenAlex,1.0,35,45,28,0.5384615384615384
egalitarianism,OpenAIRE,egalitarianism,OpenAlex,1.0,6,8,5,0.5555555555555556
generalizability theory,OpenAIRE,generalizability theory,OpenAlex,1.0,85,117,71,0.5419847328244275
authoritarianism,OpenAIRE,authoritarianism,OpenAlex,1.0,26,28,16,0.4210526315789473
polygon mesh,OpenAIRE,polygon mesh,OpenAlex,1.0,79,114,65,0.5078125
airfoil,OpenAIRE,airfoil,OpenAlex,1.0,35,38,30,0.6976744186046512
hierarchical rbf,OpenAIRE,hierarchical rbf,OpenAlex,1.0,10,12,7,0.4666666666666667
quantum cryptography,OpenAIRE,quantum cryptography,OpenAlex,1.0,16,18,10,0.4166666666666667
facial action coding system,OpenAIRE,facial action coding system,OpenAlex,1.0,32,35,22,0.4888888888888889
optimism,OpenAIRE,optimism,OpenAlex,1.0,32,43,25,0.5
quasiperiodic function,OpenAIRE,quasiperiodic function,OpenAlex,1.0,23,33,22,0.6470588235294118
trapping,OpenAIRE,trapping,OpenAlex,1.0,15,17,10,0.4545454545454545
superior parietal lobule,OpenAIRE,superior parietal lobule,OpenAlex,1.0,9,14,7,0.4375
shannon-fano coding,OpenAIRE,shannon-fano coding,OpenAlex,1.0,16,11,8,0.4210526315789473
genetic programming,OpenAIRE,genetic programming,OpenAlex,1.0,127,144,95,0.5397727272727273
technical analysis,OpenAIRE,technical analysis,OpenAlex,1.0,18,19,11,0.4230769230769231
beneficence,OpenAIRE,beneficence,OpenAlex,1.0,8,7,6,0.6666666666666666
constant false alarm rate,OpenAIRE,constant false alarm rate,OpenAlex,1.0,80,94,54,0.45
transmitter,OpenAIRE,transmitter,OpenAlex,1.0,113,149,92,0.5411764705882353
doppler effect,OpenAIRE,doppler effect,OpenAlex,1.0,53,60,36,0.4675324675324675
phenotypic plasticity,OpenAIRE,phenotypic plasticity,OpenAlex,1.0,100,95,69,0.5476190476190477
peer assessment,OpenAIRE,peer assessment,OpenAlex,1.0,18,16,13,0.6190476190476191
human echolocation,OpenAIRE,human echolocation,OpenAlex,1.0,14,16,11,0.5789473684210527
predation,OpenAIRE,predation,OpenAlex,1.0,140,201,111,0.4826086956521739
export performance,OpenAIRE,export performance,OpenAlex,1.0,10,13,7,0.4375
laser doppler velocimetry,OpenAIRE,laser doppler velocimetry,OpenAlex,1.0,10,16,8,0.4444444444444444
path integration,OpenAIRE,path integration,OpenAlex,1.0,44,59,37,0.5606060606060606
dead reckoning,OpenAIRE,dead reckoning,OpenAlex,1.0,32,17,15,0.4411764705882353
skyline,OpenAIRE,skyline,OpenAlex,1.0,11,15,10,0.625
global positioning system,OpenAIRE,global positioning system,OpenAlex,1.0,185,227,142,0.5259259259259259
adjective,OpenAIRE,adjective,OpenAlex,1.0,33,38,27,0.6136363636363636
suffix,OpenAIRE,suffix,OpenAlex,1.0,24,26,18,0.5625
interfacing,OpenAIRE,interfacing,OpenAlex,1.0,15,21,14,0.6363636363636364
probabilistic latent semantic analysis,OpenAIRE,probabilistic latent semantic analysis,OpenAlex,1.0,60,61,35,0.4069767441860465
photodiode,OpenAIRE,photodiode,OpenAlex,1.0,13,16,9,0.45
automotive industry,OpenAIRE,automotive industry,OpenAlex,1.0,98,145,79,0.4817073170731707
ionic liquid,OpenAIRE,ionic liquid,OpenAlex,1.0,11,12,9,0.6428571428571429
compromise,OpenAIRE,compromise,OpenAlex,1.0,53,74,40,0.4597701149425287
sustainability,OpenAIRE,sustainability,OpenAlex,1.0,516,464,330,0.5076923076923077
camera trap,OpenAIRE,camera trap,OpenAlex,1.0,6,6,6,1.0
wildlife,OpenAIRE,wildlife,OpenAlex,1.0,37,50,29,0.5
chromosomal crossover,OpenAIRE,chromosomal crossover,OpenAlex,1.0,18,16,13,0.6190476190476191
meiosis,OpenAIRE,meiosis,OpenAlex,1.0,28,26,21,0.6363636363636364
negative binomial distribution,OpenAIRE,negative binomial distribution,OpenAlex,1.0,16,25,12,0.4137931034482758
decentralization,OpenAIRE,decentralization,OpenAlex,1.0,34,37,24,0.5106382978723404
social identity theory,OpenAIRE,social identity theory,OpenAlex,1.0,141,147,87,0.4328358208955223
identifiability,OpenAIRE,identifiability,OpenAlex,1.0,76,68,61,0.7349397590361446
viscoelasticity,OpenAIRE,viscoelasticity,OpenAlex,1.0,35,38,27,0.5869565217391305
proactivity,OpenAIRE,proactivity,OpenAlex,1.0,12,12,8,0.5
virtual screening,OpenAIRE,virtual screening,OpenAlex,1.0,65,68,44,0.4943820224719101
digraph,OpenAIRE,digraph,OpenAlex,1.0,6,14,6,0.4285714285714285
algebraic graph theory,OpenAIRE,algebraic graph theory,OpenAlex,1.0,11,10,7,0.5
sorting,OpenAIRE,sorting,OpenAlex,1.0,108,168,80,0.4081632653061224
rayleigh wave,OpenAIRE,rayleigh wave,OpenAlex,1.0,11,12,8,0.5333333333333333
seismic noise,OpenAIRE,seismic noise,OpenAlex,1.0,25,29,17,0.4594594594594595
group velocity,OpenAIRE,group velocity,OpenAlex,1.0,12,7,6,0.4615384615384615
self-organizing map,OpenAIRE,self-organizing map,OpenAlex,1.0,57,43,30,0.4285714285714285
cyberspace,OpenAIRE,cyberspace,OpenAlex,1.0,17,28,15,0.5
malware,OpenAIRE,malware,OpenAlex,1.0,111,121,97,0.7185185185185186
archaeological record,OpenAIRE,archaeological record,OpenAlex,1.0,14,9,8,0.5333333333333333
closed captioning,OpenAIRE,closed captioning,OpenAlex,1.0,63,71,55,0.6962025316455697
spacecraft,OpenAIRE,spacecraft,OpenAlex,1.0,90,133,75,0.5067567567567568
attitude control,OpenAIRE,attitude control,OpenAlex,1.0,88,98,54,0.4090909090909091
prosperity,OpenAIRE,prosperity,OpenAlex,1.0,9,9,8,0.8
diversification (marketing strategy),OpenAIRE,diversification (marketing strategy),OpenAlex,1.0,60,97,48,0.4403669724770642
relevance feedback,OpenAIRE,relevance feedback,OpenAlex,1.0,59,51,35,0.4666666666666667
phishing,OpenAIRE,phishing,OpenAlex,1.0,14,13,12,0.8
encryption,OpenAIRE,encryption,OpenAlex,1.0,203,292,183,0.5865384615384616
information hiding,OpenAIRE,information hiding,OpenAlex,1.0,83,103,63,0.5121951219512195
ghost imaging,OpenAIRE,ghost imaging,OpenAlex,1.0,15,17,14,0.7777777777777778
operator product expansion,OpenAIRE,operator product expansion,OpenAlex,1.0,6,7,4,0.4444444444444444
working memory,OpenAIRE,working memory,OpenAlex,1.0,394,439,247,0.4215017064846416
successor cardinal,OpenAIRE,successor cardinal,OpenAlex,1.0,8,19,8,0.4210526315789473
tuple,OpenAIRE,tuple,OpenAlex,1.0,61,98,55,0.5288461538461539
productivity,OpenAIRE,productivity,OpenAlex,1.0,183,230,139,0.5072992700729927
instability,OpenAIRE,instability,OpenAlex,1.0,134,156,83,0.4009661835748792
queueing theory,OpenAIRE,queueing theory,OpenAlex,1.0,79,88,58,0.5321100917431193
queue,OpenAIRE,queue,OpenAlex,1.0,65,83,48,0.48
procurement,OpenAIRE,procurement,OpenAlex,1.0,53,59,40,0.5555555555555556
appropriation,OpenAIRE,appropriation,OpenAlex,1.0,20,26,16,0.5333333333333333
demand chain,OpenAIRE,demand chain,OpenAlex,1.0,21,17,11,0.4074074074074074
materiality (auditing),OpenAIRE,materiality (auditing),OpenAlex,1.0,14,16,10,0.5
projector,OpenAIRE,projector,OpenAlex,1.0,23,31,17,0.4594594594594595
positron emission tomography,OpenAIRE,positron emission tomography,OpenAlex,1.0,117,122,83,0.532051282051282
transonic,OpenAIRE,transonic,OpenAlex,1.0,8,7,5,0.5
cerebral blood flow,OpenAIRE,cerebral blood flow,OpenAlex,1.0,35,40,23,0.4423076923076923
reinterpretation,OpenAIRE,reinterpretation,OpenAlex,1.0,14,23,12,0.48
presidential system,OpenAIRE,presidential system,OpenAlex,1.0,19,24,14,0.4827586206896552
problem of universals,OpenAIRE,problem of universals,OpenAlex,1.0,25,28,16,0.4324324324324324
false positive paradox,OpenAIRE,false positive paradox,OpenAlex,1.0,166,261,154,0.5641025641025641
animation,OpenAIRE,animation,OpenAlex,1.0,131,199,101,0.4410480349344978
exoskeleton,OpenAIRE,exoskeleton,OpenAlex,1.0,55,60,49,0.7424242424242424
neuromorphic engineering,OpenAIRE,neuromorphic engineering,OpenAlex,1.0,130,155,121,0.7378048780487805
crossbar switch,OpenAIRE,crossbar switch,OpenAlex,1.0,8,10,8,0.8
massively parallel,OpenAIRE,massively parallel,OpenAlex,1.0,52,49,30,0.4225352112676056
non-volatile memory,OpenAIRE,non-volatile memory,OpenAlex,1.0,13,10,7,0.4375
memristor,OpenAIRE,memristor,OpenAlex,1.0,96,96,84,0.7777777777777778
spiking neural network,OpenAIRE,spiking neural network,OpenAlex,1.0,61,66,43,0.5119047619047619
latent class model,OpenAIRE,latent class model,OpenAlex,1.0,85,105,66,0.532258064516129
band gap,OpenAIRE,band gap,OpenAlex,1.0,14,17,10,0.4761904761904761
islanding,OpenAIRE,islanding,OpenAlex,1.0,37,36,32,0.7804878048780488
charismatic authority,OpenAIRE,charismatic authority,OpenAlex,1.0,8,9,7,0.7
active listening,OpenAIRE,active listening,OpenAlex,1.0,95,143,74,0.4512195121951219
tribology,OpenAIRE,tribology,OpenAlex,1.0,34,32,25,0.6097560975609756
passband,OpenAIRE,passband,OpenAlex,1.0,9,13,9,0.6923076923076923
center frequency,OpenAIRE,center frequency,OpenAlex,1.0,16,9,8,0.4705882352941176
band-stop filter,OpenAIRE,band-stop filter,OpenAlex,1.0,23,18,16,0.64
parametric statistics,OpenAIRE,parametric statistics,OpenAlex,1.0,483,760,380,0.440324449594438
place identity,OpenAIRE,place identity,OpenAlex,1.0,11,8,7,0.5833333333333334
entrepreneurship,OpenAIRE,entrepreneurship,OpenAlex,1.0,288,310,223,0.5946666666666667
revenue,OpenAIRE,revenue,OpenAlex,1.0,68,94,54,0.5
sensemaking,OpenAIRE,sensemaking,OpenAlex,1.0,44,44,35,0.660377358490566
optogenetics,OpenAIRE,optogenetics,OpenAlex,1.0,24,26,17,0.5151515151515151
accountability,OpenAIRE,accountability,OpenAlex,1.0,100,96,65,0.4961832061068702
empowerment,OpenAIRE,empowerment,OpenAlex,1.0,73,74,54,0.5806451612903226
abiotic component,OpenAIRE,abiotic component,OpenAlex,1.0,26,44,22,0.4583333333333333
phenology,OpenAIRE,phenology,OpenAlex,1.0,20,22,14,0.5
pollinator,OpenAIRE,pollinator,OpenAlex,1.0,12,20,11,0.5238095238095238
symplectic geometry,OpenAIRE,symplectic geometry,OpenAlex,1.0,13,10,8,0.5333333333333333
integrable system,OpenAIRE,integrable system,OpenAlex,1.0,39,50,29,0.4833333333333333
phase space,OpenAIRE,phase space,OpenAlex,1.0,80,108,58,0.4461538461538462
voluntary disclosure,OpenAIRE,voluntary disclosure,OpenAlex,1.0,8,8,5,0.4545454545454545
environmental accounting,OpenAIRE,environmental accounting,OpenAlex,1.0,7,11,6,0.5
humanoid robot,OpenAIRE,humanoid robot,OpenAlex,1.0,153,137,110,0.6111111111111112
diffusion mri,OpenAIRE,diffusion mri,OpenAlex,1.0,168,203,154,0.7096774193548387
spelling,OpenAIRE,spelling,OpenAlex,1.0,41,57,38,0.6333333333333333
disadvantaged,OpenAIRE,disadvantaged,OpenAlex,1.0,41,48,30,0.5084745762711864
reading comprehension,OpenAIRE,reading comprehension,OpenAlex,1.0,108,104,67,0.4620689655172413
instrumentation (computer programming),OpenAIRE,instrumentation (computer programming),OpenAlex,1.0,97,101,66,0.5
conversation,OpenAIRE,conversation,OpenAlex,1.0,160,226,128,0.4961240310077519
stakeholder theory,OpenAIRE,stakeholder theory,OpenAlex,1.0,33,45,23,0.4181818181818181
randomness,OpenAIRE,randomness,OpenAlex,1.0,94,156,78,0.4534883720930232
action selection,OpenAIRE,action selection,OpenAlex,1.0,53,73,37,0.4157303370786517
steganography,OpenAIRE,steganography,OpenAlex,1.0,107,113,90,0.6923076923076923
steganalysis,OpenAIRE,steganalysis,OpenAlex,1.0,60,58,50,0.7352941176470589
multivariable calculus,OpenAIRE,multivariable calculus,OpenAlex,1.0,153,174,130,0.6598984771573604
fluid-attenuated inversion recovery,OpenAIRE,fluid-attenuated inversion recovery,OpenAlex,1.0,21,22,16,0.5925925925925926
underspecification,OpenAIRE,underspecification,OpenAlex,1.0,8,9,5,0.4166666666666667
forgetting,OpenAIRE,forgetting,OpenAlex,1.0,86,93,69,0.6272727272727273
nanoindentation,OpenAIRE,nanoindentation,OpenAlex,1.0,7,10,6,0.5454545454545454
analytic network process,OpenAIRE,analytic network process,OpenAlex,1.0,60,58,40,0.5128205128205128
codec,OpenAIRE,codec,OpenAlex,1.0,24,20,13,0.4193548387096774
video quality,OpenAIRE,video quality,OpenAlex,1.0,39,40,25,0.4629629629629629
subjective video quality,OpenAIRE,subjective video quality,OpenAlex,1.0,27,25,20,0.625
pevq,OpenAIRE,pevq,OpenAlex,1.0,14,10,8,0.5
homogeneous space,OpenAIRE,homogeneous space,OpenAlex,1.0,25,34,18,0.4390243902439024
abnormality,OpenAIRE,abnormality,OpenAlex,1.0,33,37,21,0.4285714285714285
breed,OpenAIRE,breed,OpenAlex,1.0,25,40,20,0.4444444444444444
seasonal breeder,OpenAIRE,seasonal breeder,OpenAlex,1.0,17,14,10,0.4761904761904761
underwater acoustic communication,OpenAIRE,underwater acoustic communication,OpenAlex,1.0,10,10,7,0.5384615384615384
interactivity,OpenAIRE,interactivity,OpenAlex,1.0,67,71,53,0.6235294117647059
exponential smoothing,OpenAIRE,exponential smoothing,OpenAlex,1.0,27,29,21,0.6
autism,OpenAIRE,autism,OpenAlex,1.0,181,210,162,0.7074235807860262
keyword extraction,OpenAIRE,keyword extraction,OpenAlex,1.0,10,8,6,0.5
digital watermarking,OpenAIRE,digital watermarking,OpenAlex,1.0,171,182,152,0.7562189054726368
watermark,OpenAIRE,watermark,OpenAlex,1.0,108,113,93,0.7265625
neuroscience of multilingualism,OpenAIRE,neuroscience of multilingualism,OpenAlex,1.0,79,77,55,0.5445544554455446
ideology,OpenAIRE,ideology,OpenAlex,1.0,119,172,92,0.4623115577889447
economies of agglomeration,OpenAIRE,economies of agglomeration,OpenAlex,1.0,24,27,16,0.4571428571428571
nucleus accumbens,OpenAIRE,nucleus accumbens,OpenAlex,1.0,44,43,32,0.5818181818181818
reductionism,OpenAIRE,reductionism,OpenAlex,1.0,37,47,30,0.5555555555555556
activity recognition,OpenAIRE,activity recognition,OpenAlex,1.0,156,150,111,0.5692307692307692
wearable computer,OpenAIRE,wearable computer,OpenAlex,1.0,186,259,165,0.5892857142857143
inertial measurement unit,OpenAIRE,inertial measurement unit,OpenAlex,1.0,91,133,77,0.5238095238095238
accelerometer,OpenAIRE,accelerometer,OpenAlex,1.0,166,215,141,0.5875
optical flow,OpenAIRE,optical flow,OpenAlex,1.0,211,200,144,0.5393258426966292
multidisciplinary approach,OpenAIRE,multidisciplinary approach,OpenAlex,1.0,107,154,86,0.4914285714285714
self-healing hydrogels,OpenAIRE,self-healing hydrogels,OpenAlex,1.0,32,41,28,0.6222222222222222
artificial muscle,OpenAIRE,artificial muscle,OpenAlex,1.0,60,67,44,0.5301204819277109
electrolyte,OpenAIRE,electrolyte,OpenAlex,1.0,34,50,27,0.4736842105263157
general-purpose computing on graphics processing units,OpenAIRE,general-purpose computing on graphics processing units,OpenAlex,1.0,14,15,9,0.45
numeracy,OpenAIRE,numeracy,OpenAlex,1.0,18,14,12,0.6
literacy,OpenAIRE,literacy,OpenAlex,1.0,99,161,78,0.4285714285714285
fermi gas,OpenAIRE,fermi gas,OpenAlex,1.0,9,8,7,0.7
superfluidity,OpenAIRE,superfluidity,OpenAlex,1.0,6,6,4,0.5
fermi gamma-ray space telescope,OpenAIRE,fermi gamma-ray space telescope,OpenAlex,1.0,10,11,7,0.5
numerosity adaptation effect,OpenAIRE,numerosity adaptation effect,OpenAlex,1.0,39,46,35,0.7
jamming,OpenAIRE,jamming,OpenAlex,1.0,41,36,30,0.6382978723404256
conceptual change,OpenAIRE,conceptual change,OpenAlex,1.0,40,43,25,0.4310344827586206
computerized adaptive testing,OpenAIRE,computerized adaptive testing,OpenAlex,1.0,19,22,12,0.4137931034482758
normalized difference vegetation index,OpenAIRE,normalized difference vegetation index,OpenAlex,1.0,73,64,52,0.611764705882353
thematic mapper,OpenAIRE,thematic mapper,OpenAlex,1.0,66,55,40,0.4938271604938271
canopy,OpenAIRE,canopy,OpenAlex,1.0,25,35,18,0.4285714285714285
varimax rotation,OpenAIRE,varimax rotation,OpenAlex,1.0,9,11,7,0.5384615384615384
exploratory factor analysis,OpenAIRE,exploratory factor analysis,OpenAlex,1.0,50,55,36,0.5217391304347826
cronbach's alpha,OpenAIRE,cronbach's alpha,OpenAlex,1.0,41,45,29,0.5087719298245614
throwing,OpenAIRE,throwing,OpenAlex,1.0,16,21,13,0.5416666666666666
timeline,OpenAIRE,timeline,OpenAlex,1.0,25,37,22,0.55
thresholding,OpenAIRE,thresholding,OpenAlex,1.0,344,384,296,0.6851851851851852
proof assistant,OpenAIRE,proof assistant,OpenAlex,1.0,6,8,5,0.5555555555555556
wavelet packet decomposition,OpenAIRE,wavelet packet decomposition,OpenAlex,1.0,225,153,109,0.4052044609665427
oncorhynchus,OpenAIRE,oncorhynchus,OpenAlex,1.0,8,8,6,0.6
heritability,OpenAIRE,heritability,OpenAlex,1.0,149,162,111,0.555
honesty,OpenAIRE,honesty,OpenAlex,1.0,14,17,11,0.55
granger causality,OpenAIRE,granger causality,OpenAlex,1.0,47,49,38,0.6551724137931034
heteroscedasticity,OpenAIRE,heteroscedasticity,OpenAlex,1.0,40,54,31,0.492063492063492
stock exchange,OpenAIRE,stock exchange,OpenAlex,1.0,44,40,30,0.5555555555555556
planum temporale,OpenAIRE,planum temporale,OpenAlex,1.0,10,8,6,0.5
neurocognitive,OpenAIRE,neurocognitive,OpenAlex,1.0,54,57,43,0.6323529411764706
unsharp masking,OpenAIRE,unsharp masking,OpenAlex,1.0,11,13,9,0.6
orthogonal frequency-division multiplexing,OpenAIRE,orthogonal frequency-division multiplexing,OpenAlex,1.0,54,54,40,0.5882352941176471
wind power forecasting,OpenAIRE,wind power forecasting,OpenAlex,1.0,27,42,23,0.5
extreme learning machine,OpenAIRE,extreme learning machine,OpenAlex,1.0,106,102,91,0.7777777777777778
lossy compression,OpenAIRE,lossy compression,OpenAlex,1.0,68,112,54,0.4285714285714285
lossless compression,OpenAIRE,lossless compression,OpenAlex,1.0,56,66,40,0.4878048780487805
context-adaptive binary arithmetic coding,OpenAIRE,context-adaptive binary arithmetic coding,OpenAlex,1.0,21,26,14,0.4242424242424242
coprime integers,OpenAIRE,coprime integers,OpenAlex,1.0,12,14,9,0.5294117647058824
tardiness,OpenAIRE,tardiness,OpenAlex,1.0,10,11,9,0.75
heading (navigation),OpenAIRE,heading (navigation),OpenAlex,1.0,50,80,46,0.5476190476190477
dividend,OpenAIRE,dividend,OpenAlex,1.0,10,12,8,0.5714285714285714
question answering,OpenAIRE,question answering,OpenAlex,1.0,171,162,107,0.4734513274336283
ultrasound,OpenAIRE,ultrasound,OpenAlex,1.0,112,137,81,0.4821428571428571
mammography,OpenAIRE,mammography,OpenAlex,1.0,149,146,111,0.6032608695652174
breast cancer,OpenAIRE,breast cancer,OpenAlex,1.0,176,243,139,0.4964285714285714
sky,OpenAIRE,sky,OpenAlex,1.0,45,60,39,0.5909090909090909
telescope,OpenAIRE,telescope,OpenAlex,1.0,12,26,11,0.4074074074074074
variogram,OpenAIRE,variogram,OpenAlex,1.0,30,32,26,0.7222222222222222
kriging,OpenAIRE,kriging,OpenAlex,1.0,80,105,61,0.4919354838709677
central pattern generator,OpenAIRE,central pattern generator,OpenAlex,1.0,25,28,16,0.4324324324324324
terrain,OpenAIRE,terrain,OpenAlex,1.0,147,217,133,0.5757575757575758
damper,OpenAIRE,damper,OpenAlex,1.0,61,95,55,0.5445544554455446
